variable,orig_variable,group_id,section,question_stem,item_text,scale,question_type,n_options,multiple,source,options_complete,scale_confidence,notes
ptsd16,ID421,mark_how_often_the_following_things_have_bothere,German-only · PTSD symptoms,Mark how often the following things have bothered you in the last two weeks,Doing unsafe things,ordinal,matrix,4,false,ger_only,true,high,
ptsd17,ID422,mark_how_often_the_following_things_have_bothere,German-only · PTSD symptoms,Mark how often the following things have bothered you in the last two weeks,Being overly careful or on guard (checking to see who is around you),ordinal,matrix,4,false,ger_only,true,high,
ptsd18,ID423,mark_how_often_the_following_things_have_bothere,German-only · PTSD symptoms,Mark how often the following things have bothered you in the last two weeks,Being jumpy,ordinal,matrix,4,false,ger_only,true,high,
ptsd19,ID428,mark_how_often_the_following_things_have_bothere,German-only · PTSD symptoms,Mark how often the following things have bothered you in the last two weeks,Problems paying attention,ordinal,matrix,4,false,ger_only,true,high,
ptsd20,ID429,mark_how_often_the_following_things_have_bothere,German-only · PTSD symptoms,Mark how often the following things have bothered you in the last two weeks,Trouble falling or staying asleep,ordinal,matrix,4,false,ger_only,true,high,
sma1,ID213,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),I often use social media more frequently and longer than I planned to or agreed upon with my parents,ordinal,matrix,5,false,ger_only,true,high,
sma2,ID214,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),I often cannot stop using social media even though it would be sensible to do so or for example my parents have told me to stop.,ordinal,matrix,5,false,ger_only,true,high,
sma3,ID215,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"I often do not pursue interests outside the digital world (e.g., meeting friends or partner in real life, attending sports club/societies, reading books, making music) because I prefer using social media.",ordinal,matrix,5,false,ger_only,true,high,
sma4,ID290,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"I neglect daily duties (e.g., grocery shopping, cleaning, tidying up after myself, tidying my room, obligations for school / apprenticeship / job) because I prefer using social media.",ordinal,matrix,5,false,ger_only,true,high,
sma5,ID291,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"I often continue using social media event though it causes me stress with others (e.g., my parents, siblings, friends, partner, teachers).",ordinal,matrix,5,false,ger_only,true,high,
sma6,ID292,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"I continue using social media although it harms my performance at school / apprenticeship / job (e.g., by being late, not participating in class, neglecting homework, worse grades).",ordinal,matrix,5,false,ger_only,true,high,
sma7,ID310,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"Due to my social media use, I neglect my appearance, my personal hygiene, / and/or my health (e.g., sleep, nutrition, exercise).",ordinal,matrix,5,false,ger_only,true,high,
sma8,ID311,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"Due to my social media use, I risk losing important relationships (friends, familiy, partner) or have lost them already.",ordinal,matrix,5,false,ger_only,true,high,
sma9,ID312,social_media_use_addiction_matrix,German-only · Social media addiction,Social media use (addiction matrix),"Due to my social media use, I have disadvantages at school / apprenticeship / job (e.g., bad (final) grades, inability to cintinue to the next grade / no graduation, no apprenticeship or university sport, poor reference, warning / dismissal).",ordinal,matrix,5,false,ger_only,true,high,
smafreq1,ID27,how_often_did_you_experience_such_problems_confl,German-only · Social media follow-up,"How often did you experience such problems, conflicts or difficulties due to social media use during the past year? Did this only occur on single days, during longer periods of several days or months, or was it almost daily?",,ordinal,single,2,false,ger_only,false,high,"Observed test export options: 'not at all' (0), 'only on single days' (1). Full questionnaire scale includes 'longer periods of several days or months' (2) and 'almost daily' (3)."
smayr1,ID189,have_you_been_experiencing_the_problems_conflict,German-only · Social media follow-up,"Have you been experiencing the problems, conflicts and difficulties listed under 1 to 9 as a result of using social media for at least a year?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
smaonce1,ID201,have_you_often_experienced_such_prolonged_period,German-only · Social media follow-up,"Have you often experienced such prolonged periods of problems, conflicts or difficulties due to your use of social media, or was that a one-off occurrence?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
smadur1,ID216,how_long_did_a_period_like_that_last_where_you_e,German-only · Social media follow-up,"How long did a period like that last, where you experienced problems, conflicts or difficulties related to your use of social media over an extended period of time?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
igd1,ID390,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),I often play games more frequently and longer than I planned to or agreed upon with my parents,ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd2,ID391,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),I often cannot stop gaming even though it would be sensible to do so or for example my parents have told me to stop.,ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd3,ID394,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"I often do not pursue interests outside the digital world (e.g., meeting friends or partner in real life, attending sports club/societies, reading books, making music) because I prefer gaming.",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd4,ID395,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"I neglect daily duties (e.g., grocery shopping, cleaning, tidying up after myself, tidying my room, obligations for school / apprenticeship / job) because I prefer gaming.",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd5,ID353,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"I often continue using social media event though it causes me stress with others (e.g., my parents, siblings, friends, partner, teachers).",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd6,ID396,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"I continue gaming although it harms my performance at school / apprenticeship / job (e.g., by being late, not participating in class, neglecting homework, worse grades).",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd7,ID355,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"Due to gaming, I neglect my appearance, my personal hygiene, / and/or my health (e.g., sleep, nutrition, exercise).",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd8,ID397,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"Due to gaming, I risk losing important relationships (friends, familiy, partner) or have lost them already.",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igd9,ID398,gaming_addiction_matrix,German-only · Gaming addiction,Gaming (addiction matrix),"Due to gaming, I have disadvantages at school / apprenticeship / job (e.g., bad (final) grades, inability to cintinue to the next grade / no graduation, no apprenticeship or university sport, poor reference, warning / dismissal).",ordinal,matrix,5,false,ger_only,inferred,high,Option list inferred from a parallel scale / incomplete test answers.
igdfreq1,ID383,how_often_did_you_experience_such_problems_confl_2,German-only · Gaming follow-up (DE),"How often did you experience such problems, conflicts or difficulties due to social media use during the past year? Did this only occur on single days, during longer periods of several days or months, or was it almost daily?",,ordinal,single,2,false,ger_only,false,high,"Observed test export options: 'not at all' (0), 'only on single days' (1). Full questionnaire scale includes 'longer periods of several days or months' (2) and 'almost daily' (3)."
igdyr1,ID313,erlebst_du_die_unter_1_bis_9_genannten_probleme_,German-only · Gaming follow-up (DE),"Erlebst Du die unter 1 bis 9 genannten Probleme, Konflikte und Schwierigkeiten durch das Spielen seit mindestens einem Jahr?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
igdonce1,ID342,hattest_du_solch_l_ngere_phasen_mit_problemen_ko,German-only · Gaming follow-up (DE),"Hattest Du solch längere Phasen mit Problemen, Konflikten oder Schwierigkeiten wegen des Spielens häufiger oder kam das nur einmal vor?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
igddur1,ID366,wie_lange_dauerte_eine_solche_phase_in_der_du_be,German-only · Gaming follow-up (DE),"Wie lange dauerte eine solche Phase, in der Du über einen längeren Zeitraum Probleme, Konflikte oder Schwierigkeiten wegen Deines Spielens hattest, maximal an?",,nominal,single,0,false,ger_only,false,medium,Follow-up routing question. Unanswered in test export (0 options observed).
mhls01,ID405,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to make sure that mental strain and stress don’t get the better of you in your day-to-day life?,ordinal,matrix,4,false,ger_only,true,high,
mhls02,ID412,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… to assess whether information on services designed to help people cope with mental health issues is free from commercial interests? (e.g. the internet, including social media, television, newspapers or magazines)",ordinal,matrix,4,false,ger_only,true,high,
mhls03,ID413,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to assess the accuracy of information about mental health?,ordinal,matrix,4,false,ger_only,true,high,
mhls04,ID427,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to assess whether or not you need professional help to cope with a mental health issue?,ordinal,matrix,4,false,ger_only,true,high,
mhls05,ID430,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to contact a professional support service if you are suffering from a mental health condition?,ordinal,matrix,4,false,ger_only,true,high,
mhls06,ID367,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to contact a professional support service if someone in your social circle is experiencing a mental health crisis?,ordinal,matrix,4,false,ger_only,true,high,
mhls07,ID370,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… information on how to deal effectively with difficult situations?,ordinal,matrix,4,false,ger_only,true,high,
mhls08,ID431,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to find out about workplace initiatives designed to improve your well-being?,ordinal,matrix,4,false,ger_only,true,high,
mhls09,ID432,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to determine when a professional assessment for signs of mental health conditions is needed?,ordinal,matrix,4,false,ger_only,true,high,
mhls10,ID448,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to assess whether information about mental health conditions in the media is reliable?,ordinal,matrix,4,false,ger_only,true,high,
mhls11,ID449,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… influence your living conditions, which affect your well-being?",ordinal,matrix,4,false,ger_only,true,high,
mhls12,ID450,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… to assess how useful services such as stress management, conflict resolution and resilience training are for you?",ordinal,matrix,4,false,ger_only,true,high,
mhls13,ID451,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… if you notice signs of a mental health condition, how can you find out how to get professional help?",ordinal,matrix,4,false,ger_only,true,high,
mhls14,ID452,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,... using information from the media to cope with mental stress?,ordinal,matrix,4,false,ger_only,true,high,
mhls15,ID453,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to understand information about strategies for maintaining good mental health?,ordinal,matrix,4,false,ger_only,true,high,
mhls16,ID454,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… take part in activities that have a positive impact on your own well-being and that of those around you?,ordinal,matrix,4,false,ger_only,true,high,
mhls17,ID455,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to find out what helps you feel balanced and content?,ordinal,matrix,4,false,ger_only,true,high,
mhls18,ID456,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… media reports on how you can improve your well-being?,ordinal,matrix,4,false,ger_only,true,high,
mhls19,ID457,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to understand what you hear or read in the media about mental health issues?,ordinal,matrix,4,false,ger_only,true,high,
mhls20,ID458,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… to understand what your GP, psychotherapist or psychiatrist is telling you about mental health conditions?",ordinal,matrix,4,false,ger_only,true,high,
mhls21,ID459,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… find information about the symptoms of mental health conditions?,ordinal,matrix,4,false,ger_only,true,high,
mhls22,ID460,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,… to assess how your habits and attitudes affect your well-being?,ordinal,matrix,4,false,ger_only,true,high,
mhls23,ID461,how_easy_or_difficult_is_it_for_you,German-only · Mental health literacy,How easy or difficult is it for you …,"… to understand how habits such as sleep, diet and exercise affect your well-being?",ordinal,matrix,4,false,ger_only,true,high,
